date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:47:25	44368/44368	---M--	200	added ('OK')	image/jpeg	etag:%22ad50-597c38c6e2980%22	http://wearekllr.com/demos/scrn/demos/assets/images/post-preview-image-2.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/post-preview-image-2.jpg	(from http://wearekllr.com/demos/scrn/demos/assets/css/styles.css)
17:47:27	18024/18024	---M--	200	added ('OK')	image/jpeg	etag:%224668-597c38b988a00%22	http://wearekllr.com/demos/scrn/demos/assets/images/intro-blog.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/intro-blog.jpg	(from http://wearekllr.com/demos/scrn/demos/assets/css/styles.css)
17:47:27	31686/31686	---M--	200	added ('OK')	image/jpeg	etag:%227bc6-597c38c9bf040%22	http://wearekllr.com/demos/scrn/demos/assets/images/post-preview-image-3.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/post-preview-image-3.jpg	(from http://wearekllr.com/demos/scrn/demos/assets/css/styles.css)
17:47:33	20967/20967	---M--	200	added ('OK')	image/jpeg	etag:%2251e7-597c38c0359c0%22	http://wearekllr.com/demos/scrn/demos/assets/images/single-project-thumb-1.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/single-project-thumb-1.jpg	(from http://wearekllr.com/demos/scrn/demos/single-project.html)
17:47:35	30487/30487	---M--	200	added ('OK')	image/jpeg	etag:%227717-597c38bf41780%22	http://wearekllr.com/demos/scrn/demos/assets/images/work-thumb-4.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/work-thumb-4.jpg	(from http://wearekllr.com/demos/scrn/demos/index-minimal.html)
17:47:37	60746/60746	---M--	200	added ('OK')	image/jpeg	etag:%22ed4a-597c38cc9b700%22	http://wearekllr.com/demos/scrn/demos/assets/images/single-project.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/single-project.jpg	(from http://wearekllr.com/demos/scrn/demos/single-project.html)
17:47:39	2859/2859	---M--	200	added ('OK')	image/jpeg	etag:%22b2b-597c38b7a0580%22	http://wearekllr.com/demos/scrn/demos/assets/images/comment-author-1.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/comment-author-1.jpg	(from http://wearekllr.com/demos/scrn/demos/single-post.html)
17:47:40	30518/30518	---M--	200	added ('OK')	image/jpeg	etag:%227736-597c38be4d540%22	http://wearekllr.com/demos/scrn/demos/assets/images/work-thumb-5.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/work-thumb-5.jpg	(from http://wearekllr.com/demos/scrn/demos/index-minimal.html)
17:47:40	23685/23685	---M--	200	added ('OK')	image/jpeg	etag:%225c85-597c38c6e2980%22	http://wearekllr.com/demos/scrn/demos/assets/images/blog-post-image.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/blog-post-image.jpg	(from http://wearekllr.com/demos/scrn/demos/single-post.html)
17:47:41	3358/3358	---M-Z	200	added ('OK')	application/javascript	etag:%22d1e-597c38edfc5c0-gzip%22	http://wearekllr.com/demos/scrn/demos/assets/vendor/match-height/jquery.matchHeight-min.js	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/vendor/match-height/jquery.matchHeight-min.js	(from http://wearekllr.com/demos/scrn/demos/index-minimal.html)
17:47:41	6055/6055	---M-Z	200	added ('OK')	application/javascript	etag:%2217a7-597c38e937a80-gzip%22	http://wearekllr.com/demos/scrn/demos/assets/contact-form/js/validator.min.js	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/contact-form/js/validator.min.js	(from http://wearekllr.com/demos/scrn/demos/index-minimal.html)
17:47:41	1737/1737	---M--	200	added ('OK')	image/gif	etag:%226c9-597c3919dad40%22	http://wearekllr.com/demos/scrn/demos/assets/vendor/nivo-slider/themes/bar/loading.gif	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/vendor/nivo-slider/themes/bar/loading.gif	(from http://wearekllr.com/demos/scrn/demos/assets/vendor/nivo-slider/themes/default/default.css)
17:47:42	824/824	---M--	200	added ('OK')	image/png	etag:%22338-597c391acef80%22	http://wearekllr.com/demos/scrn/demos/assets/vendor/nivo-slider/themes/bar/arrows.png	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/vendor/nivo-slider/themes/bar/arrows.png	(from http://wearekllr.com/demos/scrn/demos/assets/vendor/nivo-slider/themes/default/default.css)
17:47:43	328/328	---M--	200	added ('OK')	image/png	etag:%22148-597c392ceda40%22	http://wearekllr.com/demos/scrn/demos/assets/vendor/vanillabox/theme/sweet/img/close0.png	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/vendor/vanillabox/theme/sweet/img/close0.png	(from http://wearekllr.com/demos/scrn/demos/assets/vendor/vanillabox/theme/bitter/vanillabox.css)
17:47:47	183285/183285	---M--	200	added ('OK')	image/jpeg	etag:%222cbf5-597c38c21de40%22	http://wearekllr.com/demos/scrn/demos/assets/images/intro-bg.jpg	/home/frederick/Dev/websites/sample/wearekllr.com/demos/scrn/demos/assets/images/intro-bg.jpg	(from http://wearekllr.com/demos/scrn/demos/assets/css/styles.css)
